,Date,Hour,Market Demand,Ontario Demand
0,2014-01-01,1,18266,15862
1,2014-01-01,2,17705,15462
2,2014-01-01,3,17582,15182
3,2014-01-01,4,17311,14925
4,2014-01-01,5,17090,14807
5,2014-01-01,6,17029,14934
6,2014-01-01,7,17053,15246
7,2014-01-01,8,17044,15510
8,2014-01-01,9,17309,15675
9,2014-01-01,10,18117,16018
10,2014-01-01,11,18794,16479
11,2014-01-01,12,19299,16950
12,2014-01-01,13,19284,17048
13,2014-01-01,14,18776,17040
14,2014-01-01,15,18639,16957
15,2014-01-01,16,18683,17226
16,2014-01-01,17,20454,18112
17,2014-01-01,18,21673,19519
18,2014-01-01,19,21439,19406
19,2014-01-01,20,20756,18976
20,2014-01-01,21,20025,18685
21,2014-01-01,22,19772,18275
22,2014-01-01,23,19109,17480
23,2014-01-01,24,18263,16458
24,2014-01-02,1,18163,15778
25,2014-01-02,2,17909,15629
26,2014-01-02,3,18125,15524
27,2014-01-02,4,17973,15472
28,2014-01-02,5,18064,15730
29,2014-01-02,6,18944,16345
30,2014-01-02,7,20019,17659
31,2014-01-02,8,21422,18728
32,2014-01-02,9,22123,19438
33,2014-01-02,10,22641,19980
34,2014-01-02,11,23600,20440
35,2014-01-02,12,23543,20696
36,2014-01-02,13,23256,20718
37,2014-01-02,14,23277,20651
38,2014-01-02,15,23141,20576
39,2014-01-02,16,23224,20543
40,2014-01-02,17,23198,21276
41,2014-01-02,18,23851,22476
42,2014-01-02,19,23871,22320
43,2014-01-02,20,23809,21981
44,2014-01-02,21,23844,21933
45,2014-01-02,22,23288,21156
46,2014-01-02,23,22351,19946
47,2014-01-02,24,21053,18756
48,2014-01-03,1,20814,17878
49,2014-01-03,2,20339,17383
50,2014-01-03,3,20070,17163
51,2014-01-03,4,19944,17102
52,2014-01-03,5,20501,17165
53,2014-01-03,6,21012,17611
54,2014-01-03,7,21636,18647
55,2014-01-03,8,22161,19627
56,2014-01-03,9,22532,20002
57,2014-01-03,10,23491,20422
58,2014-01-03,11,23494,20428
59,2014-01-03,12,22864,20253
60,2014-01-03,13,22987,19992
61,2014-01-03,14,22814,19808
62,2014-01-03,15,22773,19590
63,2014-01-03,16,22517,19652
64,2014-01-03,17,23251,20447
65,2014-01-03,18,24387,21852
66,2014-01-03,19,24822,22113
67,2014-01-03,20,24717,21729
68,2014-01-03,21,24581,21268
69,2014-01-03,22,23757,20505
70,2014-01-03,23,22805,19249
71,2014-01-03,24,21788,17931
72,2014-01-04,1,20944,17011
73,2014-01-04,2,20777,16507
74,2014-01-04,3,20359,16043
75,2014-01-04,4,20194,15874
76,2014-01-04,5,20416,15853
77,2014-01-04,6,20436,16120
78,2014-01-04,7,20560,16344
79,2014-01-04,8,21181,16996
80,2014-01-04,9,21569,17411
81,2014-01-04,10,21504,17583
82,2014-01-04,11,21651,17929
83,2014-01-04,12,21816,17924
84,2014-01-04,13,21019,17827
85,2014-01-04,14,20775,17652
86,2014-01-04,15,20094,17584
87,2014-01-04,16,19785,17632
88,2014-01-04,17,21169,18466
89,2014-01-04,18,23027,19957
90,2014-01-04,19,22954,19699
91,2014-01-04,20,21672,18952
92,2014-01-04,21,20746,18604
93,2014-01-04,22,19980,17967
94,2014-01-04,23,19504,17153
95,2014-01-04,24,18581,16239
96,2014-01-05,1,18159,15497
97,2014-01-05,2,17168,14922
98,2014-01-05,3,16726,14692
99,2014-01-05,4,16402,14566
100,2014-01-05,5,16600,14538
101,2014-01-05,6,17028,14705
102,2014-01-05,7,16731,15055
103,2014-01-05,8,17232,15555
104,2014-01-05,9,17781,15983
105,2014-01-05,10,18524,16599
106,2014-01-05,11,19176,17255
107,2014-01-05,12,19601,17393
108,2014-01-05,13,19815,17535
109,2014-01-05,14,19877,17428
110,2014-01-05,15,19618,17357
111,2014-01-05,16,19999,17756
112,2014-01-05,17,20736,18691
113,2014-01-05,18,22399,20056
114,2014-01-05,19,22530,19888
115,2014-01-05,20,21621,19257
116,2014-01-05,21,20932,18853
117,2014-01-05,22,20182,18151
118,2014-01-05,23,18913,17090
119,2014-01-05,24,17688,16070
120,2014-01-06,1,16702,15471
121,2014-01-06,2,16890,14919
122,2014-01-06,3,16843,14672
123,2014-01-06,4,16970,14449
124,2014-01-06,5,17316,14649
125,2014-01-06,6,17642,15481
126,2014-01-06,7,18476,16692
127,2014-01-06,8,20204,18207
128,2014-01-06,9,20650,18478
129,2014-01-06,10,21046,18562
130,2014-01-06,11,21147,18762
131,2014-01-06,12,20963,18821
132,2014-01-06,13,20835,18760
133,2014-01-06,14,21303,18865
134,2014-01-06,15,21448,18982
135,2014-01-06,16,21695,19266
136,2014-01-06,17,22613,20263
137,2014-01-06,18,24279,21736
138,2014-01-06,19,24338,21834
139,2014-01-06,20,24205,21686
140,2014-01-06,21,23877,21356
141,2014-01-06,22,23146,20454
142,2014-01-06,23,22184,19328
143,2014-01-06,24,20638,18001
144,2014-01-07,1,20055,17347
145,2014-01-07,2,19697,16909
146,2014-01-07,3,19608,16786
147,2014-01-07,4,19655,16777
148,2014-01-07,5,19820,17042
149,2014-01-07,6,21081,17760
150,2014-01-07,7,22873,19030
151,2014-01-07,8,24186,20467
152,2014-01-07,9,24204,20767
153,2014-01-07,10,23245,20283
154,2014-01-07,11,23380,20515
155,2014-01-07,12,23494,20594
156,2014-01-07,13,23960,20647
157,2014-01-07,14,23849,20586
158,2014-01-07,15,23677,20373
159,2014-01-07,16,23833,20575
160,2014-01-07,17,24488,21390
161,2014-01-07,18,25798,22507
162,2014-01-07,19,25980,22774
163,2014-01-07,20,25777,22438
164,2014-01-07,21,25576,22120
165,2014-01-07,22,24082,21100
166,2014-01-07,23,23170,19966
167,2014-01-07,24,21434,18734
168,2014-01-08,1,20056,17675
169,2014-01-08,2,20014,17259
170,2014-01-08,3,20053,17034
171,2014-01-08,4,20222,16944
172,2014-01-08,5,20720,17024
173,2014-01-08,6,21507,17710
174,2014-01-08,7,22188,19123
175,2014-01-08,8,23535,20397
176,2014-01-08,9,23315,20503
177,2014-01-08,10,22664,20304
178,2014-01-08,11,22169,20042
179,2014-01-08,12,22261,19895
180,2014-01-08,13,22207,19612
181,2014-01-08,14,22637,19705
182,2014-01-08,15,21973,19600
183,2014-01-08,16,22467,19935
184,2014-01-08,17,23125,20771
185,2014-01-08,18,24173,21794
186,2014-01-08,19,24570,21735
187,2014-01-08,20,23937,21564
188,2014-01-08,21,23353,21202
189,2014-01-08,22,22405,20291
190,2014-01-08,23,21485,19189
191,2014-01-08,24,20102,17896
192,2014-01-09,1,19427,17117
193,2014-01-09,2,18812,16673
194,2014-01-09,3,18475,16352
195,2014-01-09,4,18429,16397
196,2014-01-09,5,18163,16509
197,2014-01-09,6,19073,17266
198,2014-01-09,7,20337,18547
199,2014-01-09,8,22420,20136
200,2014-01-09,9,22085,19832
201,2014-01-09,10,21681,19371
202,2014-01-09,11,21107,19136
203,2014-01-09,12,21468,18917
204,2014-01-09,13,20951,18680
205,2014-01-09,14,20905,18637
206,2014-01-09,15,20662,18472
207,2014-01-09,16,20748,18916
208,2014-01-09,17,21954,19911
209,2014-01-09,18,23586,21346
210,2014-01-09,19,23407,21419
211,2014-01-09,20,22687,21049
212,2014-01-09,21,22605,20846
213,2014-01-09,22,21862,20066
214,2014-01-09,23,20150,18724
215,2014-01-09,24,18678,17428
216,2014-01-10,1,17907,16428
217,2014-01-10,2,17552,16161
218,2014-01-10,3,17329,15739
219,2014-01-10,4,17015,15602
220,2014-01-10,5,17488,15747
221,2014-01-10,6,18277,16544
222,2014-01-10,7,19913,17749
223,2014-01-10,8,20941,19176
224,2014-01-10,9,21111,19266
225,2014-01-10,10,20812,19070
226,2014-01-10,11,20724,19209
227,2014-01-10,12,20431,19103
228,2014-01-10,13,20469,18953
229,2014-01-10,14,20286,18893
230,2014-01-10,15,20299,18661
231,2014-01-10,16,20098,18521
232,2014-01-10,17,20181,19013
233,2014-01-10,18,21003,19827
234,2014-01-10,19,21487,19637
235,2014-01-10,20,21041,19064
236,2014-01-10,21,20375,18649
237,2014-01-10,22,19052,18063
238,2014-01-10,23,17900,17086
239,2014-01-10,24,17188,15808
240,2014-01-11,1,16957,14881
241,2014-01-11,2,16908,14370
242,2014-01-11,3,16672,14090
243,2014-01-11,4,16371,14033
244,2014-01-11,5,16209,13873
245,2014-01-11,6,16106,14073
246,2014-01-11,7,16391,14569
247,2014-01-11,8,16506,15278
248,2014-01-11,9,17187,16101
249,2014-01-11,10,18144,16828
250,2014-01-11,11,18931,17392
251,2014-01-11,12,19040,17484
252,2014-01-11,13,18764,17483
253,2014-01-11,14,18474,17359
254,2014-01-11,15,18497,17128
255,2014-01-11,16,18339,16984
256,2014-01-11,17,18831,17472
257,2014-01-11,18,19512,18295
258,2014-01-11,19,19573,18169
259,2014-01-11,20,18884,17610
260,2014-01-11,21,18621,17201
261,2014-01-11,22,18157,16703
262,2014-01-11,23,17682,15950
263,2014-01-11,24,16910,15096
264,2014-01-12,1,16481,14363
265,2014-01-12,2,16479,13865
266,2014-01-12,3,16253,13549
267,2014-01-12,4,16303,13414
268,2014-01-12,5,16000,13381
269,2014-01-12,6,16164,13572
270,2014-01-12,7,15928,13933
271,2014-01-12,8,16671,14581
272,2014-01-12,9,16977,15296
273,2014-01-12,10,17145,15875
274,2014-01-12,11,17483,16292
275,2014-01-12,12,17376,16351
276,2014-01-12,13,17505,16442
277,2014-01-12,14,17666,16357
278,2014-01-12,15,17672,16244
279,2014-01-12,16,18263,16373
280,2014-01-12,17,18374,17182
281,2014-01-12,18,19607,18406
282,2014-01-12,19,19813,18632
283,2014-01-12,20,19446,18289
284,2014-01-12,21,19115,17856
285,2014-01-12,22,18321,17132
286,2014-01-12,23,17772,16184
287,2014-01-12,24,17406,15289
288,2014-01-13,1,16964,14370
289,2014-01-13,2,16609,13957
290,2014-01-13,3,16393,13800
291,2014-01-13,4,16030,13822
292,2014-01-13,5,16461,13926
293,2014-01-13,6,16556,14501
294,2014-01-13,7,17249,15880
295,2014-01-13,8,18844,17592
296,2014-01-13,9,18905,17639
297,2014-01-13,10,18732,17422
298,2014-01-13,11,18851,17374
299,2014-01-13,12,19016,17398
300,2014-01-13,13,19332,17410
301,2014-01-13,14,19689,17376
302,2014-01-13,15,20010,17407
303,2014-01-13,16,19859,17585
304,2014-01-13,17,20209,18389
305,2014-01-13,18,20948,19386
306,2014-01-13,19,20896,19323
307,2014-01-13,20,20792,19145
308,2014-01-13,21,20437,18802
309,2014-01-13,22,18954,17923
310,2014-01-13,23,17871,16690
311,2014-01-13,24,16792,15384
312,2014-01-14,1,16082,14487
313,2014-01-14,2,15537,14057
314,2014-01-14,3,16099,13952
315,2014-01-14,4,15872,13848
316,2014-01-14,5,16102,13953
317,2014-01-14,6,16797,14671
318,2014-01-14,7,17693,16157
319,2014-01-14,8,19183,17689
320,2014-01-14,9,19355,17879
321,2014-01-14,10,18835,17588
322,2014-01-14,11,18562,17442
323,2014-01-14,12,18461,17257
324,2014-01-14,13,18155,17004
325,2014-01-14,14,18242,16957
326,2014-01-14,15,18321,16863
327,2014-01-14,16,18613,17163
328,2014-01-14,17,19461,18103
329,2014-01-14,18,20675,19336
330,2014-01-14,19,21200,19805
331,2014-01-14,20,20825,19506
332,2014-01-14,21,20088,19179
333,2014-01-14,22,19315,18383
334,2014-01-14,23,18057,17110
335,2014-01-14,24,17118,15875
336,2014-01-15,1,16686,14972
337,2014-01-15,2,16259,14501
338,2014-01-15,3,16014,14256
339,2014-01-15,4,16043,14295
340,2014-01-15,5,16285,14391
341,2014-01-15,6,17171,15260
342,2014-01-15,7,18276,16555
343,2014-01-15,8,18658,17941
344,2014-01-15,9,19607,18323
345,2014-01-15,10,19495,18163
346,2014-01-15,11,19687,18290
347,2014-01-15,12,19930,18430
348,2014-01-15,13,19946,18363
349,2014-01-15,14,20146,18371
350,2014-01-15,15,20394,18380
351,2014-01-15,16,20640,18638
352,2014-01-15,17,21179,19708
353,2014-01-15,18,21686,20346
354,2014-01-15,19,21556,20330
355,2014-01-15,20,21560,20278
356,2014-01-15,21,21388,20085
357,2014-01-15,22,20358,19308
358,2014-01-15,23,18636,17887
359,2014-01-15,24,17598,16579
360,2014-01-16,1,16736,15796
361,2014-01-16,2,16773,15353
362,2014-01-16,3,16736,14959
363,2014-01-16,4,16695,14931
364,2014-01-16,5,16791,15133
365,2014-01-16,6,17300,15675
366,2014-01-16,7,18580,17075
367,2014-01-16,8,20048,18488
368,2014-01-16,9,20268,18604
369,2014-01-16,10,19898,18459
370,2014-01-16,11,19595,18299
371,2014-01-16,12,19872,18244
372,2014-01-16,13,20183,18272
373,2014-01-16,14,20366,18234
374,2014-01-16,15,20276,18195
375,2014-01-16,16,20358,18537
376,2014-01-16,17,20943,19354
377,2014-01-16,18,22168,20280
378,2014-01-16,19,21796,20305
379,2014-01-16,20,21765,20140
380,2014-01-16,21,21414,19822
381,2014-01-16,22,19983,19036
382,2014-01-16,23,19023,17857
383,2014-01-16,24,18486,16700
384,2014-01-17,1,17982,15728
385,2014-01-17,2,17688,15330
386,2014-01-17,3,17371,15040
387,2014-01-17,4,17592,15018
388,2014-01-17,5,17608,14991
389,2014-01-17,6,18108,15496
390,2014-01-17,7,18973,16994
391,2014-01-17,8,19864,18289
392,2014-01-17,9,19986,18644
393,2014-01-17,10,20167,18581
394,2014-01-17,11,20163,18632
395,2014-01-17,12,20276,18491
396,2014-01-17,13,19685,18392
397,2014-01-17,14,19425,18186
398,2014-01-17,15,19006,17990
399,2014-01-17,16,19367,18191
400,2014-01-17,17,19528,18570
401,2014-01-17,18,21080,19602
402,2014-01-17,19,20601,19607
403,2014-01-17,20,20511,19253
404,2014-01-17,21,19664,19016
405,2014-01-17,22,18972,18240
406,2014-01-17,23,18495,17292
407,2014-01-17,24,17261,16121
408,2014-01-18,1,17080,15223
409,2014-01-18,2,16469,14664
410,2014-01-18,3,16304,14371
411,2014-01-18,4,16791,14345
412,2014-01-18,5,16830,14276
413,2014-01-18,6,16591,14602
414,2014-01-18,7,17007,15215
415,2014-01-18,8,17768,16059
416,2014-01-18,9,18502,16746
417,2014-01-18,10,19113,17324
418,2014-01-18,11,19198,17554
419,2014-01-18,12,19104,17528
420,2014-01-18,13,19348,17487
421,2014-01-18,14,19008,17232
422,2014-01-18,15,19124,17270
423,2014-01-18,16,19405,17400
424,2014-01-18,17,19966,17996
425,2014-01-18,18,21202,18982
426,2014-01-18,19,21630,19333
427,2014-01-18,20,21010,18818
428,2014-01-18,21,20780,18434
429,2014-01-18,22,19778,17899
430,2014-01-18,23,18767,16943
431,2014-01-18,24,17904,16099
432,2014-01-19,1,17551,15353
433,2014-01-19,2,17014,14817
434,2014-01-19,3,17041,14499
435,2014-01-19,4,17095,14442
436,2014-01-19,5,16970,14545
437,2014-01-19,6,17303,14827
438,2014-01-19,7,17619,15266
439,2014-01-19,8,18026,15681
440,2014-01-19,9,18803,16287
441,2014-01-19,10,19265,16855
442,2014-01-19,11,19606,17236
443,2014-01-19,12,19682,17451
444,2014-01-19,13,19898,17775
445,2014-01-19,14,20021,17891
446,2014-01-19,15,20254,18000
447,2014-01-19,16,20242,18083
448,2014-01-19,17,20669,18727
449,2014-01-19,18,21394,19621
450,2014-01-19,19,21332,19651
451,2014-01-19,20,20954,19097
452,2014-01-19,21,20450,18704
453,2014-01-19,22,19980,18045
454,2014-01-19,23,19013,17118
455,2014-01-19,24,17903,16154
456,2014-01-20,1,17162,15487
457,2014-01-20,2,16645,15049
458,2014-01-20,3,16512,14919
459,2014-01-20,4,16634,14951
460,2014-01-20,5,17149,15206
461,2014-01-20,6,17799,16015
462,2014-01-20,7,18968,17280
463,2014-01-20,8,20706,18980
464,2014-01-20,9,21304,19241
465,2014-01-20,10,21653,19476
466,2014-01-20,11,21406,19584
467,2014-01-20,12,21556,19452
468,2014-01-20,13,21764,19384
469,2014-01-20,14,21871,19326
470,2014-01-20,15,21640,19082
471,2014-01-20,16,21822,19315
472,2014-01-20,17,22576,20377
473,2014-01-20,18,23321,21527
474,2014-01-20,19,23741,21868
475,2014-01-20,20,23681,21857
476,2014-01-20,21,23496,21651
477,2014-01-20,22,22610,20650
478,2014-01-20,23,20958,19239
479,2014-01-20,24,19735,18123
480,2014-01-21,1,19518,17413
481,2014-01-21,2,19511,17093
482,2014-01-21,3,19195,16967
483,2014-01-21,4,19066,17001
484,2014-01-21,5,19416,17123
485,2014-01-21,6,20430,17896
486,2014-01-21,7,21888,19144
487,2014-01-21,8,23533,20877
488,2014-01-21,9,23238,20717
489,2014-01-21,10,22793,20423
490,2014-01-21,11,22307,20384
491,2014-01-21,12,22527,20326
492,2014-01-21,13,22231,19973
493,2014-01-21,14,22659,19986
494,2014-01-21,15,22599,19845
495,2014-01-21,16,22067,19885
496,2014-01-21,17,22813,20862
497,2014-01-21,18,24027,22209
498,2014-01-21,19,24425,22552
499,2014-01-21,20,23902,22268
500,2014-01-21,21,23883,22194
501,2014-01-21,22,23950,21492
502,2014-01-21,23,22605,20193
503,2014-01-21,24,21390,19049
504,2014-01-22,1,21669,18268
505,2014-01-22,2,21372,17955
506,2014-01-22,3,20976,17865
507,2014-01-22,4,21042,17922
508,2014-01-22,5,21375,18045
509,2014-01-22,6,21891,18577
510,2014-01-22,7,22362,19724
511,2014-01-22,8,23328,21276
512,2014-01-22,9,22935,21093
513,2014-01-22,10,23587,20905
514,2014-01-22,11,23467,20716
515,2014-01-22,12,23673,20620
516,2014-01-22,13,23332,20354
517,2014-01-22,14,23352,20233
518,2014-01-22,15,23288,20049
519,2014-01-22,16,23123,20416
520,2014-01-22,17,23848,21303
521,2014-01-22,18,24671,22508
522,2014-01-22,19,24555,22737
523,2014-01-22,20,24771,22566
524,2014-01-22,21,24094,22192
525,2014-01-22,22,23457,21376
526,2014-01-22,23,22680,20128
527,2014-01-22,24,21882,18923
528,2014-01-23,1,21559,18221
529,2014-01-23,2,21508,17821
530,2014-01-23,3,21100,17594
531,2014-01-23,4,20898,17447
532,2014-01-23,5,21452,17662
533,2014-01-23,6,21767,18198
534,2014-01-23,7,23187,19591
535,2014-01-23,8,24680,20985
536,2014-01-23,9,23924,21023
537,2014-01-23,10,23963,20781
538,2014-01-23,11,23989,20697
539,2014-01-23,12,23236,20515
540,2014-01-23,13,23224,20411
541,2014-01-23,14,22618,20207
542,2014-01-23,15,23034,20062
543,2014-01-23,16,23335,20255
544,2014-01-23,17,24059,20984
545,2014-01-23,18,24838,22055
546,2014-01-23,19,25446,22489
547,2014-01-23,20,25242,22423
548,2014-01-23,21,25164,22170
549,2014-01-23,22,24927,21482
550,2014-01-23,23,23692,20318
551,2014-01-23,24,21705,19083
552,2014-01-24,1,21921,18243
553,2014-01-24,2,21608,17741
554,2014-01-24,3,21646,17656
555,2014-01-24,4,21468,17436
556,2014-01-24,5,21422,17649
557,2014-01-24,6,22032,18172
558,2014-01-24,7,23789,19621
559,2014-01-24,8,24590,20818
560,2014-01-24,9,24371,20644
561,2014-01-24,10,24483,20345
562,2014-01-24,11,24156,20470
563,2014-01-24,12,23910,20567
564,2014-01-24,13,23681,20385
565,2014-01-24,14,23645,20430
566,2014-01-24,15,23444,20268
567,2014-01-24,16,23638,20202
568,2014-01-24,17,23777,20782
569,2014-01-24,18,24872,21891
570,2014-01-24,19,25052,21966
571,2014-01-24,20,25204,21723
572,2014-01-24,21,24308,21332
573,2014-01-24,22,23337,20699
574,2014-01-24,23,22308,19373
575,2014-01-24,24,21427,18267
576,2014-01-25,1,20397,17136
577,2014-01-25,2,19866,16633
578,2014-01-25,3,19732,16283
579,2014-01-25,4,19369,16029
580,2014-01-25,5,19258,15956
581,2014-01-25,6,18950,16279
582,2014-01-25,7,19789,16715
583,2014-01-25,8,20319,17419
584,2014-01-25,9,21096,18150
585,2014-01-25,10,21604,18577
586,2014-01-25,11,21854,18899
587,2014-01-25,12,21895,19020
588,2014-01-25,13,21533,18897
589,2014-01-25,14,21674,18635
590,2014-01-25,15,21642,18465
591,2014-01-25,16,21667,18466
592,2014-01-25,17,22613,18865
593,2014-01-25,18,23646,20164
594,2014-01-25,19,24028,20598
595,2014-01-25,20,23340,20003
596,2014-01-25,21,22930,19408
597,2014-01-25,22,22039,18952
598,2014-01-25,23,21082,18226
599,2014-01-25,24,19745,17331
600,2014-01-26,1,18710,16582
601,2014-01-26,2,18373,16175
602,2014-01-26,3,18404,16133
603,2014-01-26,4,18176,16056
604,2014-01-26,5,17798,16176
605,2014-01-26,6,18031,16370
606,2014-01-26,7,18500,16868
607,2014-01-26,8,19292,17456
608,2014-01-26,9,19842,18039
609,2014-01-26,10,20267,18343
610,2014-01-26,11,20603,18541
611,2014-01-26,12,20255,18684
612,2014-01-26,13,20819,18729
613,2014-01-26,14,20858,18794
614,2014-01-26,15,21131,18993
615,2014-01-26,16,21440,19354
616,2014-01-26,17,22622,20074
617,2014-01-26,18,23839,21138
618,2014-01-26,19,24105,21045
619,2014-01-26,20,23416,20510
620,2014-01-26,21,22985,19947
621,2014-01-26,22,22446,19178
622,2014-01-26,23,21468,18270
623,2014-01-26,24,20012,17241
624,2014-01-27,1,18245,16458
625,2014-01-27,2,17654,16028
626,2014-01-27,3,17762,15972
627,2014-01-27,4,18321,16062
628,2014-01-27,5,18729,16211
629,2014-01-27,6,19383,16949
630,2014-01-27,7,21344,18311
631,2014-01-27,8,22472,19685
632,2014-01-27,9,22203,19843
633,2014-01-27,10,21161,19360
634,2014-01-27,11,21279,19341
635,2014-01-27,12,20985,19286
636,2014-01-27,13,20967,19368
637,2014-01-27,14,21180,19413
638,2014-01-27,15,21165,19345
639,2014-01-27,16,21402,19606
640,2014-01-27,17,22124,20394
641,2014-01-27,18,24237,21591
642,2014-01-27,19,24694,22056
643,2014-01-27,20,25047,22025
644,2014-01-27,21,24426,21534
645,2014-01-27,22,23863,20872
646,2014-01-27,23,22232,19844
647,2014-01-27,24,20560,18582
648,2014-01-28,1,20219,17807
649,2014-01-28,2,19694,17332
650,2014-01-28,3,19859,17317
651,2014-01-28,4,19829,17271
652,2014-01-28,5,20495,17554
653,2014-01-28,6,21192,18153
654,2014-01-28,7,22664,19434
655,2014-01-28,8,23861,20632
656,2014-01-28,9,23847,20650
657,2014-01-28,10,23078,20233
658,2014-01-28,11,21992,19972
659,2014-01-28,12,21524,19659
660,2014-01-28,13,21451,19582
661,2014-01-28,14,21384,19526
662,2014-01-28,15,21691,19597
663,2014-01-28,16,22187,19880
664,2014-01-28,17,23595,20753
665,2014-01-28,18,24948,21903
666,2014-01-28,19,25450,22383
667,2014-01-28,20,25296,22283
668,2014-01-28,21,24671,21937
669,2014-01-28,22,23447,21184
670,2014-01-28,23,22176,19908
671,2014-01-28,24,20448,18486
672,2014-01-29,1,20191,17764
673,2014-01-29,2,19651,17527
674,2014-01-29,3,19579,17329
675,2014-01-29,4,19757,17258
676,2014-01-29,5,20528,17436
677,2014-01-29,6,21043,17955
678,2014-01-29,7,21829,19237
679,2014-01-29,8,22703,20660
680,2014-01-29,9,22675,20586
681,2014-01-29,10,23030,20376
682,2014-01-29,11,22945,20426
683,2014-01-29,12,23261,20340
684,2014-01-29,13,22402,20012
685,2014-01-29,14,22153,19742
686,2014-01-29,15,22328,19604
687,2014-01-29,16,22170,19741
688,2014-01-29,17,23090,20514
689,2014-01-29,18,24219,21508
690,2014-01-29,19,24587,22061
691,2014-01-29,20,24710,21955
692,2014-01-29,21,24126,21582
693,2014-01-29,22,23712,20841
694,2014-01-29,23,22272,19355
695,2014-01-29,24,20980,18159
696,2014-01-30,1,20105,17365
697,2014-01-30,2,20024,16966
698,2014-01-30,3,19561,16615
699,2014-01-30,4,19758,16546
700,2014-01-30,5,20001,16720
701,2014-01-30,6,20698,17345
702,2014-01-30,7,22149,18765
703,2014-01-30,8,22961,19975
704,2014-01-30,9,23135,20044
705,2014-01-30,10,22789,19514
706,2014-01-30,11,22374,19258
707,2014-01-30,12,21948,19149
708,2014-01-30,13,21684,19032
709,2014-01-30,14,21175,19112
710,2014-01-30,15,21446,19236
711,2014-01-30,16,21832,19441
712,2014-01-30,17,21998,19942
713,2014-01-30,18,22866,20701
714,2014-01-30,19,23435,21297
715,2014-01-30,20,22636,20957
716,2014-01-30,21,22262,20531
717,2014-01-30,22,21677,19679
718,2014-01-30,23,20785,18575
719,2014-01-30,24,19943,17565
720,2014-01-31,1,19586,16639
721,2014-01-31,2,18452,16106
722,2014-01-31,3,18404,15713
723,2014-01-31,4,18274,15577
724,2014-01-31,5,18159,15719
725,2014-01-31,6,18791,16425
726,2014-01-31,7,19644,17548
727,2014-01-31,8,20895,18851
728,2014-01-31,9,21112,19038
729,2014-01-31,10,20996,18996
730,2014-01-31,11,20810,18893
731,2014-01-31,12,20477,18697
732,2014-01-31,13,20103,18544
733,2014-01-31,14,19813,18306
734,2014-01-31,15,19576,18198
735,2014-01-31,16,19615,18299
736,2014-01-31,17,20009,18698
737,2014-01-31,18,20931,19621
738,2014-01-31,19,21421,20051
739,2014-01-31,20,20877,19639
740,2014-01-31,21,20544,19252
741,2014-01-31,22,20004,18734
742,2014-01-31,23,19124,17814
743,2014-01-31,24,18173,16568
744,2014-02-01,1,17343,15845
745,2014-02-01,2,17052,15304
746,2014-02-01,3,17272,15038
747,2014-02-01,4,17225,14926
748,2014-02-01,5,16939,14948
749,2014-02-01,6,17347,15274
750,2014-02-01,7,17604,15856
751,2014-02-01,8,18309,16738
752,2014-02-01,9,18988,17444
753,2014-02-01,10,19584,18030
754,2014-02-01,11,20055,18482
755,2014-02-01,12,20081,18314
756,2014-02-01,13,20248,18441
757,2014-02-01,14,19919,18340
758,2014-02-01,15,19406,18211
759,2014-02-01,16,19453,18299
760,2014-02-01,17,20358,18769
761,2014-02-01,18,20760,19495
762,2014-02-01,19,20261,19403
763,2014-02-01,20,19856,18950
764,2014-02-01,21,19443,18459
765,2014-02-01,22,18939,17874
766,2014-02-01,23,18012,16998
767,2014-02-01,24,17424,16052
768,2014-02-02,1,17236,15284
769,2014-02-02,2,16916,14810
770,2014-02-02,3,16509,14361
771,2014-02-02,4,16384,14205
772,2014-02-02,5,16173,14216
773,2014-02-02,6,16463,14384
774,2014-02-02,7,16658,14734
775,2014-02-02,8,17179,15406
776,2014-02-02,9,17726,16038
777,2014-02-02,10,18302,16610
778,2014-02-02,11,18604,17096
779,2014-02-02,12,18840,17369
780,2014-02-02,13,18765,17536
781,2014-02-02,14,18985,17493
782,2014-02-02,15,18987,17460
783,2014-02-02,16,18965,17427
784,2014-02-02,17,19438,17890
785,2014-02-02,18,20095,18907
786,2014-02-02,19,20542,19390
787,2014-02-02,20,20002,18880
788,2014-02-02,21,19769,18574
789,2014-02-02,22,19059,18039
790,2014-02-02,23,18065,17223
791,2014-02-02,24,17505,16326
792,2014-02-03,1,16981,15741
793,2014-02-03,2,16343,15309
794,2014-02-03,3,16937,15155
795,2014-02-03,4,16705,15079
796,2014-02-03,5,17272,15372
797,2014-02-03,6,18005,16146
798,2014-02-03,7,19280,17636
799,2014-02-03,8,20386,19131
800,2014-02-03,9,20226,19210
801,2014-02-03,10,20304,19090
802,2014-02-03,11,20398,18866
803,2014-02-03,12,20003,18610
804,2014-02-03,13,19763,18308
805,2014-02-03,14,19859,18331
806,2014-02-03,15,19546,18109
807,2014-02-03,16,19882,18323
808,2014-02-03,17,20256,19028
809,2014-02-03,18,21335,20033
810,2014-02-03,19,22228,20883
811,2014-02-03,20,22259,20839
812,2014-02-03,21,21672,20546
813,2014-02-03,22,20819,19713
814,2014-02-03,23,19852,18671
815,2014-02-03,24,18792,17363
816,2014-02-04,1,18237,16724
817,2014-02-04,2,18261,16292
818,2014-02-04,3,18010,16094
819,2014-02-04,4,17945,16070
820,2014-02-04,5,18043,16155
821,2014-02-04,6,18260,17108
