,Date,Hour,Market Demand,Ontario Demand
4345,2014-07-01,2,16591,14880
4346,2014-07-01,3,16336,14378
4347,2014-07-01,4,16217,14204
4348,2014-07-01,5,16850,14195
4349,2014-07-01,6,16862,14559
4350,2014-07-01,7,17944,15441
4351,2014-07-01,8,18299,16539
4352,2014-07-01,9,19234,17569
4353,2014-07-01,10,20203,18327
4354,2014-07-01,11,20973,19120
4355,2014-07-01,12,21193,19668
4356,2014-07-01,13,21566,19793
4357,2014-07-01,14,21496,19791
4358,2014-07-01,15,21711,19857
4359,2014-07-01,16,22070,20226
4360,2014-07-01,17,22143,20332
4361,2014-07-01,18,21716,20134
4362,2014-07-01,19,21409,19747
4363,2014-07-01,20,21046,19419
4364,2014-07-01,21,20771,19214
4365,2014-07-01,22,19563,18276
4366,2014-07-01,23,18373,17202
4367,2014-07-01,24,17312,15914
4368,2014-07-02,1,16347,14927
4369,2014-07-02,2,16030,14342
4370,2014-07-02,3,16079,14049
4371,2014-07-02,4,16068,13872
4372,2014-07-02,5,16319,14114
4373,2014-07-02,6,16624,15159
4374,2014-07-02,7,18277,16628
4375,2014-07-02,8,19218,17618
4376,2014-07-02,9,19999,18372
4377,2014-07-02,10,21501,19312
4378,2014-07-02,11,22409,20058
4379,2014-07-02,12,23013,20223
4380,2014-07-02,13,22626,20283
4381,2014-07-02,14,22746,20376
4382,2014-07-02,15,22500,20391
4383,2014-07-02,16,22068,19875
4384,2014-07-02,17,21846,19648
4385,2014-07-02,18,21333,19447
4386,2014-07-02,19,21221,19426
4387,2014-07-02,20,20899,19147
4388,2014-07-02,21,20316,18970
4389,2014-07-02,22,18963,17965
4390,2014-07-02,23,17450,16333
4391,2014-07-02,24,16122,14899
4392,2014-07-03,1,15403,14011
4393,2014-07-03,2,15312,13428
4394,2014-07-03,3,15387,13118
4395,2014-07-03,4,15290,12992
4396,2014-07-03,5,15317,13234
4397,2014-07-03,6,15725,14097
4398,2014-07-03,7,17149,15357
4399,2014-07-03,8,17529,16251
4400,2014-07-03,9,18541,16856
4401,2014-07-03,10,19059,16998
4402,2014-07-03,11,19530,17464
4403,2014-07-03,12,19609,17596
4404,2014-07-03,13,19845,17612
4405,2014-07-03,14,19928,17505
4406,2014-07-03,15,20002,17553
4407,2014-07-03,16,19707,17542
4408,2014-07-03,17,19560,17363
4409,2014-07-03,18,19142,17083
4410,2014-07-03,19,18640,16788
4411,2014-07-03,20,18274,16658
4412,2014-07-03,21,18383,16642
4413,2014-07-03,22,17191,15675
4414,2014-07-03,23,16101,14454
4415,2014-07-03,24,15089,13488
4416,2014-07-04,1,14843,12773
4417,2014-07-04,2,14598,12335
4418,2014-07-04,3,14774,12127
4419,2014-07-04,4,14436,12102
4420,2014-07-04,5,14424,12288
4421,2014-07-04,6,14791,13229
4422,2014-07-04,7,15632,14197
4423,2014-07-04,8,16290,14961
4424,2014-07-04,9,17035,15356
4425,2014-07-04,10,17402,15729
4426,2014-07-04,11,17839,15994
4427,2014-07-04,12,18158,16293
4428,2014-07-04,13,17829,16231
4429,2014-07-04,14,17670,16166
4430,2014-07-04,15,17820,16145
4431,2014-07-04,16,17981,16310
4432,2014-07-04,17,17668,16572
4433,2014-07-04,18,17493,16381
4434,2014-07-04,19,17798,16553
4435,2014-07-04,20,17342,16316
4436,2014-07-04,21,17003,16128
4437,2014-07-04,22,16426,15455
4438,2014-07-04,23,15602,14335
4439,2014-07-04,24,14980,13215
4440,2014-07-05,1,14408,12417
4441,2014-07-05,2,14293,12050
4442,2014-07-05,3,13602,11841
4443,2014-07-05,4,13173,11625
4444,2014-07-05,5,13309,11550
4445,2014-07-05,6,13192,11681
4446,2014-07-05,7,14069,12494
4447,2014-07-05,8,14767,13419
4448,2014-07-05,9,15170,14070
4449,2014-07-05,10,15915,14582
4450,2014-07-05,11,16062,14947
4451,2014-07-05,12,16299,15266
4452,2014-07-05,13,16376,15268
4453,2014-07-05,14,16008,15147
4454,2014-07-05,15,16151,15319
4455,2014-07-05,16,16873,15722
4456,2014-07-05,17,17418,16276
4457,2014-07-05,18,17666,16472
4458,2014-07-05,19,17379,16333
4459,2014-07-05,20,17195,15976
4460,2014-07-05,21,17002,15856
4461,2014-07-05,22,16473,15210
4462,2014-07-05,23,15998,14184
4463,2014-07-05,24,15707,13274
4464,2014-07-06,1,14822,12455
4465,2014-07-06,2,14153,11910
4466,2014-07-06,3,13965,11716
4467,2014-07-06,4,13215,11549
4468,2014-07-06,5,13106,11359
4469,2014-07-06,6,12930,11321
4470,2014-07-06,7,13754,12000
4471,2014-07-06,8,14629,12958
4472,2014-07-06,9,15916,14123
4473,2014-07-06,10,16517,14760
4474,2014-07-06,11,16918,15314
4475,2014-07-06,12,17030,15605
4476,2014-07-06,13,17459,15847
4477,2014-07-06,14,17561,15936
4478,2014-07-06,15,17799,16158
4479,2014-07-06,16,17915,16432
4480,2014-07-06,17,18054,16845
4481,2014-07-06,18,18101,16986
4482,2014-07-06,19,18027,16947
4483,2014-07-06,20,17965,16655
4484,2014-07-06,21,18242,17074
4485,2014-07-06,22,17789,16470
4486,2014-07-06,23,17252,15346
4487,2014-07-06,24,16782,14232
4488,2014-07-07,1,16368,13637
4489,2014-07-07,2,16010,13244
4490,2014-07-07,3,16082,13044
4491,2014-07-07,4,16129,13019
4492,2014-07-07,5,16466,13482
4493,2014-07-07,6,17002,14532
4494,2014-07-07,7,18061,15844
4495,2014-07-07,8,18607,16634
4496,2014-07-07,9,18753,17239
4497,2014-07-07,10,19579,17664
4498,2014-07-07,11,20398,18130
4499,2014-07-07,12,20536,18178
4500,2014-07-07,13,21116,18616
4501,2014-07-07,14,21376,19048
4502,2014-07-07,15,21455,19325
4503,2014-07-07,16,21728,19943
4504,2014-07-07,17,21842,20195
4505,2014-07-07,18,21509,19964
4506,2014-07-07,19,21544,19798
4507,2014-07-07,20,21389,19690
4508,2014-07-07,21,20844,19262
4509,2014-07-07,22,19907,18426
4510,2014-07-07,23,18458,16777
4511,2014-07-07,24,17180,15494
4512,2014-07-08,1,16213,14481
4513,2014-07-08,2,15968,13862
4514,2014-07-08,3,15948,13521
4515,2014-07-08,4,16044,13367
4516,2014-07-08,5,16253,13672
4517,2014-07-08,6,16695,14487
4518,2014-07-08,7,18212,15842
4519,2014-07-08,8,18644,16714
4520,2014-07-08,9,19130,17368
4521,2014-07-08,10,20063,18057
4522,2014-07-08,11,21072,18799
4523,2014-07-08,12,20682,18646
4524,2014-07-08,13,20791,18856
4525,2014-07-08,14,20899,18837
4526,2014-07-08,15,20334,18223
4527,2014-07-08,16,20162,18228
4528,2014-07-08,17,20308,18514
4529,2014-07-08,18,20459,18538
4530,2014-07-08,19,20177,18314
4531,2014-07-08,20,19698,18101
4532,2014-07-08,21,19260,17768
4533,2014-07-08,22,18782,16866
4534,2014-07-08,23,16855,15137
4535,2014-07-08,24,16013,13950
4536,2014-07-09,1,15727,13276
4537,2014-07-09,2,15832,12888
4538,2014-07-09,3,15766,12677
4539,2014-07-09,4,15350,12614
4540,2014-07-09,5,16043,12968
4541,2014-07-09,6,16198,13735
4542,2014-07-09,7,17522,14828
4543,2014-07-09,8,17661,15624
4544,2014-07-09,9,17552,15991
4545,2014-07-09,10,18070,16281
4546,2014-07-09,11,18143,16417
4547,2014-07-09,12,18646,16488
4548,2014-07-09,13,18758,16744
4549,2014-07-09,14,18616,16579
4550,2014-07-09,15,18979,16844
4551,2014-07-09,16,19078,17093
4552,2014-07-09,17,19130,17258
4553,2014-07-09,18,19151,17240
4554,2014-07-09,19,18988,17285
4555,2014-07-09,20,18950,17035
4556,2014-07-09,21,18300,17123
4557,2014-07-09,22,17711,16214
4558,2014-07-09,23,16448,14733
4559,2014-07-09,24,15510,13652
4560,2014-07-10,1,15551,13008
4561,2014-07-10,2,15355,12525
4562,2014-07-10,3,15328,12385
4563,2014-07-10,4,15259,12342
4564,2014-07-10,5,15727,12628
4565,2014-07-10,6,15868,13430
4566,2014-07-10,7,17242,14590
4567,2014-07-10,8,17408,15285
4568,2014-07-10,9,17401,15665
4569,2014-07-10,10,17688,15816
4570,2014-07-10,11,18383,16310
4571,2014-07-10,12,18806,16429
4572,2014-07-10,13,18889,16547
4573,2014-07-10,14,18851,16649
4574,2014-07-10,15,18866,16781
4575,2014-07-10,16,19061,17020
4576,2014-07-10,17,19117,17187
4577,2014-07-10,18,18914,17010
4578,2014-07-10,19,18907,17161
4579,2014-07-10,20,18514,16942
4580,2014-07-10,21,18150,16960
4581,2014-07-10,22,17655,16186
4582,2014-07-10,23,16495,14676
4583,2014-07-10,24,15563,13556
4584,2014-07-11,1,15315,12896
4585,2014-07-11,2,15420,12419
4586,2014-07-11,3,15200,12248
4587,2014-07-11,4,15022,12122
4588,2014-07-11,5,15324,12552
4589,2014-07-11,6,15338,13213
4590,2014-07-11,7,16958,14483
4591,2014-07-11,8,17670,15513
4592,2014-07-11,9,18038,15904
4593,2014-07-11,10,18862,16447
4594,2014-07-11,11,18603,16726
4595,2014-07-11,12,18719,16828
4596,2014-07-11,13,18902,16950
4597,2014-07-11,14,19059,17029
4598,2014-07-11,15,19399,17288
4599,2014-07-11,16,20035,17761
4600,2014-07-11,17,20029,18025
4601,2014-07-11,18,20014,17983
4602,2014-07-11,19,19972,17780
4603,2014-07-11,20,19327,17436
4604,2014-07-11,21,18771,17103
4605,2014-07-11,22,17944,16351
4606,2014-07-11,23,16849,14910
4607,2014-07-11,24,15900,13820
4608,2014-07-12,1,15466,12971
4609,2014-07-12,2,15629,12457
4610,2014-07-12,3,15792,12200
4611,2014-07-12,4,15584,11954
4612,2014-07-12,5,15527,11945
4613,2014-07-12,6,15568,12097
4614,2014-07-12,7,15843,12933
4615,2014-07-12,8,16320,13992
4616,2014-07-12,9,16934,14929
4617,2014-07-12,10,17652,15619
4618,2014-07-12,11,18432,16206
4619,2014-07-12,12,18798,16644
4620,2014-07-12,13,18913,16760
4621,2014-07-12,14,18923,16910
4622,2014-07-12,15,19236,17206
4623,2014-07-12,16,20047,17693
4624,2014-07-12,17,20375,18105
4625,2014-07-12,18,20242,18012
4626,2014-07-12,19,19424,17470
4627,2014-07-12,20,18803,17137
4628,2014-07-12,21,18668,17227
4629,2014-07-12,22,18314,16464
4630,2014-07-12,23,17505,15414
4631,2014-07-12,24,16647,14296
4632,2014-07-13,1,16735,13641
4633,2014-07-13,2,16622,13096
4634,2014-07-13,3,16459,12799
4635,2014-07-13,4,16270,12609
4636,2014-07-13,5,16238,12621
4637,2014-07-13,6,16149,12734
4638,2014-07-13,7,16372,13036
4639,2014-07-13,8,16316,13897
4640,2014-07-13,9,16436,14688
4641,2014-07-13,10,17455,15735
4642,2014-07-13,11,18775,16643
4643,2014-07-13,12,19418,17145
4644,2014-07-13,13,19374,17345
4645,2014-07-13,14,19380,17647
4646,2014-07-13,15,19447,17807
4647,2014-07-13,16,20002,18194
4648,2014-07-13,17,20441,18677
4649,2014-07-13,18,20357,18871
4650,2014-07-13,19,20138,18689
4651,2014-07-13,20,19641,18246
4652,2014-07-13,21,19527,18167
4653,2014-07-13,22,18452,17318
4654,2014-07-13,23,17613,15744
4655,2014-07-13,24,16419,14471
4656,2014-07-14,1,16261,13721
4657,2014-07-14,2,16039,13264
4658,2014-07-14,3,15985,12877
4659,2014-07-14,4,15938,12793
4660,2014-07-14,5,16162,13126
4661,2014-07-14,6,16330,13878
4662,2014-07-14,7,17584,15083
4663,2014-07-14,8,18296,16016
4664,2014-07-14,9,18405,16414
4665,2014-07-14,10,19198,16744
4666,2014-07-14,11,19497,17180
4667,2014-07-14,12,20011,17493
4668,2014-07-14,13,20345,17649
4669,2014-07-14,14,20336,17728
4670,2014-07-14,15,20184,17776
4671,2014-07-14,16,20913,18208
4672,2014-07-14,17,21032,18506
4673,2014-07-14,18,20900,18420
4674,2014-07-14,19,20337,18338
4675,2014-07-14,20,19676,18011
4676,2014-07-14,21,19270,17831
4677,2014-07-14,22,18453,16846
4678,2014-07-14,23,17375,15344
4679,2014-07-14,24,16186,14059
4680,2014-07-15,1,15800,13340
4681,2014-07-15,2,15885,12948
4682,2014-07-15,3,16005,12761
4683,2014-07-15,4,15924,12717
4684,2014-07-15,5,15794,12997
4685,2014-07-15,6,16012,13885
4686,2014-07-15,7,17298,14965
4687,2014-07-15,8,17742,15735
4688,2014-07-15,9,18375,16194
4689,2014-07-15,10,19092,16649
4690,2014-07-15,11,19530,16877
4691,2014-07-15,12,19721,17105
4692,2014-07-15,13,19936,17326
4693,2014-07-15,14,19920,17477
4694,2014-07-15,15,19754,17368
4695,2014-07-15,16,19641,17575
4696,2014-07-15,17,19840,17756
4697,2014-07-15,18,19036,17413
4698,2014-07-15,19,19079,17306
4699,2014-07-15,20,19079,17016
4700,2014-07-15,21,19040,17160
4701,2014-07-15,22,18164,16182
4702,2014-07-15,23,16422,14658
4703,2014-07-15,24,16010,13620
4704,2014-07-16,1,15704,13008
4705,2014-07-16,2,15390,12631
4706,2014-07-16,3,15443,12444
4707,2014-07-16,4,15359,12378
4708,2014-07-16,5,15491,12696
4709,2014-07-16,6,15622,13451
4710,2014-07-16,7,17024,14582
4711,2014-07-16,8,17260,15391
4712,2014-07-16,9,17724,15850
4713,2014-07-16,10,18290,16059
4714,2014-07-16,11,18578,16432
4715,2014-07-16,12,18604,16543
4716,2014-07-16,13,18651,16462
4717,2014-07-16,14,18634,16359
4718,2014-07-16,15,18867,16622
4719,2014-07-16,16,19305,16843
4720,2014-07-16,17,19256,16859
4721,2014-07-16,18,18405,16648
4722,2014-07-16,19,18238,16556
4723,2014-07-16,20,18187,16463
4724,2014-07-16,21,18062,16646
4725,2014-07-16,22,17375,15746
4726,2014-07-16,23,15820,14509
4727,2014-07-16,24,15241,13327
4728,2014-07-17,1,15300,12692
4729,2014-07-17,2,15475,12336
4730,2014-07-17,3,15368,12192
4731,2014-07-17,4,15306,12116
4732,2014-07-17,5,15440,12391
4733,2014-07-17,6,15793,13094
4734,2014-07-17,7,17232,14350
4735,2014-07-17,8,17438,15247
4736,2014-07-17,9,17595,15671
4737,2014-07-17,10,17637,15994
4738,2014-07-17,11,18049,16142
4739,2014-07-17,12,18401,16350
4740,2014-07-17,13,18785,16463
4741,2014-07-17,14,18712,16344
4742,2014-07-17,15,18842,16353
4743,2014-07-17,16,19099,16668
4744,2014-07-17,17,19023,16859
4745,2014-07-17,18,19072,16838
4746,2014-07-17,19,19423,16985
4747,2014-07-17,20,18888,16748
4748,2014-07-17,21,18584,16965
4749,2014-07-17,22,18080,16051
4750,2014-07-17,23,16086,14509
4751,2014-07-17,24,15797,13422
4752,2014-07-18,1,15286,12791
4753,2014-07-18,2,15422,12508
4754,2014-07-18,3,15310,12335
4755,2014-07-18,4,15182,12146
4756,2014-07-18,5,15250,12566
4757,2014-07-18,6,15418,13191
4758,2014-07-18,7,16959,14484
4759,2014-07-18,8,17182,15364
4760,2014-07-18,9,17786,15750
4761,2014-07-18,10,18040,16112
4762,2014-07-18,11,18535,16514
4763,2014-07-18,12,18746,16714
4764,2014-07-18,13,18967,16875
4765,2014-07-18,14,19058,16874
4766,2014-07-18,15,19084,16992
4767,2014-07-18,16,19312,17347
4768,2014-07-18,17,19379,17494
4769,2014-07-18,18,19249,17427
4770,2014-07-18,19,18644,17020
4771,2014-07-18,20,18326,16782
4772,2014-07-18,21,18617,16814
4773,2014-07-18,22,17601,15932
4774,2014-07-18,23,16324,14606
4775,2014-07-18,24,15775,13515
4776,2014-07-19,1,15604,12811
4777,2014-07-19,2,15714,12531
4778,2014-07-19,3,15682,12151
4779,2014-07-19,4,15509,12057
4780,2014-07-19,5,15343,12091
4781,2014-07-19,6,15462,12172
4782,2014-07-19,7,15974,12873
4783,2014-07-19,8,16064,13730
4784,2014-07-19,9,16091,14378
4785,2014-07-19,10,16554,14870
4786,2014-07-19,11,17098,15333
4787,2014-07-19,12,17475,15489
4788,2014-07-19,13,17452,15507
4789,2014-07-19,14,17480,15488
4790,2014-07-19,15,17361,15505
4791,2014-07-19,16,17604,15607
4792,2014-07-19,17,17574,15784
4793,2014-07-19,18,17609,15647
4794,2014-07-19,19,17456,15461
4795,2014-07-19,20,17579,15576
4796,2014-07-19,21,17056,15548
4797,2014-07-19,22,16809,14834
4798,2014-07-19,23,16327,13981
4799,2014-07-19,24,16092,13154
4800,2014-07-20,1,15605,12564
4801,2014-07-20,2,15427,12247
4802,2014-07-20,3,15314,12111
4803,2014-07-20,4,15038,11993
4804,2014-07-20,5,15168,11929
4805,2014-07-20,6,15508,11994
4806,2014-07-20,7,15462,12383
4807,2014-07-20,8,15711,13399
4808,2014-07-20,9,15976,14107
4809,2014-07-20,10,16468,14458
4810,2014-07-20,11,17013,15147
4811,2014-07-20,12,17436,15587
4812,2014-07-20,13,17898,15815
4813,2014-07-20,14,17763,15885
4814,2014-07-20,15,17787,16028
4815,2014-07-20,16,17863,16327
4816,2014-07-20,17,18342,16772
4817,2014-07-20,18,18337,16875
4818,2014-07-20,19,18083,16670
4819,2014-07-20,20,18243,16640
4820,2014-07-20,21,18326,17006
4821,2014-07-20,22,17657,16053
4822,2014-07-20,23,16412,14909
4823,2014-07-20,24,16050,13917
4824,2014-07-21,1,15798,13325
4825,2014-07-21,2,15544,13142
4826,2014-07-21,3,15355,12998
4827,2014-07-21,4,15308,12935
4828,2014-07-21,5,15645,13244
4829,2014-07-21,6,16070,14107
4830,2014-07-21,7,17582,15338
4831,2014-07-21,8,18468,16360
4832,2014-07-21,9,19180,17148
4833,2014-07-21,10,19581,17834
4834,2014-07-21,11,20181,18472
4835,2014-07-21,12,20478,18907
4836,2014-07-21,13,21295,19299
4837,2014-07-21,14,21648,19461
4838,2014-07-21,15,22413,19770
4839,2014-07-21,16,22731,20061
4840,2014-07-21,17,22656,20297
4841,2014-07-21,18,22777,20383
4842,2014-07-21,19,22567,20388
4843,2014-07-21,20,22175,20047
4844,2014-07-21,21,21496,20056
4845,2014-07-21,22,20174,18848
4846,2014-07-21,23,18643,17143
4847,2014-07-21,24,17558,15630
4848,2014-07-22,1,16742,14828
4849,2014-07-22,2,16333,14331
4850,2014-07-22,3,16150,13799
4851,2014-07-22,4,16285,13758
4852,2014-07-22,5,16616,13990
4853,2014-07-22,6,16945,14627
4854,2014-07-22,7,18391,16054
4855,2014-07-22,8,19683,17422
4856,2014-07-22,9,20576,18394
4857,2014-07-22,10,21800,19227
4858,2014-07-22,11,22516,20049
4859,2014-07-22,12,22908,20392
4860,2014-07-22,13,22984,20444
4861,2014-07-22,14,23368,20436
4862,2014-07-22,15,23393,20582
4863,2014-07-22,16,23690,20866
4864,2014-07-22,17,24140,21300
4865,2014-07-22,18,24033,21293
4866,2014-07-22,19,23251,21049
4867,2014-07-22,20,23262,20896
4868,2014-07-22,21,23459,20999
4869,2014-07-22,22,21307,19543
4870,2014-07-22,23,19523,18080
4871,2014-07-22,24,18867,16789
4872,2014-07-23,1,18247,15945
4873,2014-07-23,2,17171,15265
4874,2014-07-23,3,16995,14937
4875,2014-07-23,4,17084,14911
4876,2014-07-23,5,17518,15158
4877,2014-07-23,6,17828,15868
4878,2014-07-23,7,18835,17153
4879,2014-07-23,8,19113,17746
4880,2014-07-23,9,19722,17931
4881,2014-07-23,10,20635,18182
4882,2014-07-23,11,21080,18319
4883,2014-07-23,12,21302,18415
4884,2014-07-23,13,21375,18280
4885,2014-07-23,14,21093,18275
4886,2014-07-23,15,21016,18288
4887,2014-07-23,16,20926,18024
4888,2014-07-23,17,20660,18009
4889,2014-07-23,18,20094,17650
4890,2014-07-23,19,19927,17594
4891,2014-07-23,20,20243,17699
4892,2014-07-23,21,19969,17521
4893,2014-07-23,22,19053,16621
4894,2014-07-23,23,16990,15077
4895,2014-07-23,24,16403,13885
4896,2014-07-24,1,16011,13067
4897,2014-07-24,2,15519,12710
4898,2014-07-24,3,15698,12568
4899,2014-07-24,4,15866,12556
4900,2014-07-24,5,15974,12798
4901,2014-07-24,6,16241,13602
4902,2014-07-24,7,17348,14715
4903,2014-07-24,8,17997,15442
4904,2014-07-24,9,18056,15665
4905,2014-07-24,10,18196,15918
4906,2014-07-24,11,18729,16259
4907,2014-07-24,12,19209,16476
4908,2014-07-24,13,19219,16639
4909,2014-07-24,14,19478,16791
4910,2014-07-24,15,19644,17066
4911,2014-07-24,16,19923,17536
4912,2014-07-24,17,20117,17926
4913,2014-07-24,18,20277,18023
4914,2014-07-24,19,20013,17854
4915,2014-07-24,20,19915,17731
4916,2014-07-24,21,19784,17706
4917,2014-07-24,22,18812,16574
4918,2014-07-24,23,17279,15281
4919,2014-07-24,24,16715,14146
4920,2014-07-25,1,16235,13473
4921,2014-07-25,2,15913,13013
4922,2014-07-25,3,15448,12753
4923,2014-07-25,4,15418,12787
4924,2014-07-25,5,15739,13046
4925,2014-07-25,6,16181,13746
4926,2014-07-25,7,17316,14636
4927,2014-07-25,8,17856,15352
4928,2014-07-25,9,18396,15913
4929,2014-07-25,10,18466,16114
4930,2014-07-25,11,18876,16420
4931,2014-07-25,12,19319,16746
4932,2014-07-25,13,19341,16848
4933,2014-07-25,14,19488,16982
4934,2014-07-25,15,19653,17202
4935,2014-07-25,16,19674,17428
4936,2014-07-25,17,19905,17689
4937,2014-07-25,18,19661,17694
4938,2014-07-25,19,19724,17520
4939,2014-07-25,20,19159,17182
4940,2014-07-25,21,19356,17261
4941,2014-07-25,22,18535,16288
4942,2014-07-25,23,17080,14906
4943,2014-07-25,24,16561,13899
4944,2014-07-26,1,15814,13053
4945,2014-07-26,2,15282,12702
4946,2014-07-26,3,15230,12388
4947,2014-07-26,4,15201,12278
4948,2014-07-26,5,15273,12420
4949,2014-07-26,6,15126,12558
4950,2014-07-26,7,15530,13097
4951,2014-07-26,8,16008,13798
4952,2014-07-26,9,16458,14712
4953,2014-07-26,10,16976,15241
4954,2014-07-26,11,17919,15847
4955,2014-07-26,12,18209,16235
4956,2014-07-26,13,18232,16423
4957,2014-07-26,14,17819,16287
4958,2014-07-26,15,17901,16340
4959,2014-07-26,16,17951,16416
4960,2014-07-26,17,18361,16730
4961,2014-07-26,18,18535,16821
4962,2014-07-26,19,18068,16708
4963,2014-07-26,20,17656,16409
4964,2014-07-26,21,17881,16567
4965,2014-07-26,22,17076,15783
4966,2014-07-26,23,16534,14898
4967,2014-07-26,24,15831,13919
4968,2014-07-27,1,15423,13335
4969,2014-07-27,2,14877,12959
4970,2014-07-27,3,15021,12647
4971,2014-07-27,4,15237,12441
4972,2014-07-27,5,15268,12431
4973,2014-07-27,6,15118,12394
4974,2014-07-27,7,15517,12923
4975,2014-07-27,8,16211,14204
4976,2014-07-27,9,17083,15066
4977,2014-07-27,10,17493,15831
4978,2014-07-27,11,18276,16499
4979,2014-07-27,12,18658,17021
4980,2014-07-27,13,18815,17224
4981,2014-07-27,14,19169,17440
4982,2014-07-27,15,19618,17756
4983,2014-07-27,16,20329,18396
4984,2014-07-27,17,20278,18649
4985,2014-07-27,18,19933,18590
4986,2014-07-27,19,19468,18115
4987,2014-07-27,20,19425,17830
4988,2014-07-27,21,19251,17482
4989,2014-07-27,22,18373,16601
4990,2014-07-27,23,17352,15347
4991,2014-07-27,24,15920,14147
4992,2014-07-28,1,15415,13694
4993,2014-07-28,2,15314,13113
4994,2014-07-28,3,15764,13100
4995,2014-07-28,4,15767,12934
4996,2014-07-28,5,15992,13121
4997,2014-07-28,6,16146,13916
4998,2014-07-28,7,17426,14943
4999,2014-07-28,8,17456,15598
5000,2014-07-28,9,17990,16156
5001,2014-07-28,10,18375,16223
5002,2014-07-28,11,18779,16474
5003,2014-07-28,12,18673,16392
5004,2014-07-28,13,19159,16531
5005,2014-07-28,14,19703,16698
5006,2014-07-28,15,19766,16780
5007,2014-07-28,16,19822,16960
5008,2014-07-28,17,19539,16941
5009,2014-07-28,18,19089,16633
5010,2014-07-28,19,18503,16394
5011,2014-07-28,20,18474,16479
5012,2014-07-28,21,18622,16522
5013,2014-07-28,22,18018,15645
5014,2014-07-28,23,16210,14383
5015,2014-07-28,24,15894,13442
5016,2014-07-29,1,15623,12756
5017,2014-07-29,2,15222,12382
5018,2014-07-29,3,14905,12205
5019,2014-07-29,4,14785,12266
5020,2014-07-29,5,14943,12594
5021,2014-07-29,6,15763,13449
5022,2014-07-29,7,17008,14448
5023,2014-07-29,8,17402,15086
5024,2014-07-29,9,17419,15357
5025,2014-07-29,10,17726,15701
5026,2014-07-29,11,18202,15988
5027,2014-07-29,12,18332,16145
5028,2014-07-29,13,18529,16327
5029,2014-07-29,14,18813,16446
5030,2014-07-29,15,18681,16458
5031,2014-07-29,16,18473,16507
5032,2014-07-29,17,18480,16613
5033,2014-07-29,18,18323,16444
5034,2014-07-29,19,18182,16408
5035,2014-07-29,20,18414,16669
5036,2014-07-29,21,18376,16653
5037,2014-07-29,22,17763,15732
5038,2014-07-29,23,16202,14431
5039,2014-07-29,24,15666,13362
5040,2014-07-30,1,15064,12755
5041,2014-07-30,2,15093,12529
5042,2014-07-30,3,14726,12350
5043,2014-07-30,4,14679,12334
5044,2014-07-30,5,15234,12764
5045,2014-07-30,6,16232,13718
5046,2014-07-30,7,17339,14555
5047,2014-07-30,8,17911,15331
5048,2014-07-30,9,18323,15980
5049,2014-07-30,10,18835,16399
5050,2014-07-30,11,19151,16656
5051,2014-07-30,12,19327,16883
5052,2014-07-30,13,19346,16914
5053,2014-07-30,14,19107,17007
5054,2014-07-30,15,19079,16893
5055,2014-07-30,16,19162,16946
5056,2014-07-30,17,19426,17398
5057,2014-07-30,18,19139,17244
5058,2014-07-30,19,18886,17136
5059,2014-07-30,20,18755,17046
5060,2014-07-30,21,18982,17293
5061,2014-07-30,22,17909,16154
5062,2014-07-30,23,16234,14731
5063,2014-07-30,24,15896,13756
5064,2014-07-31,1,15309,13053
5065,2014-07-31,2,15266,12547
5066,2014-07-31,3,15161,12264
5067,2014-07-31,4,15377,12365
5068,2014-07-31,5,15486,12714
5069,2014-07-31,6,16079,13473
5070,2014-07-31,7,17197,14271
5071,2014-07-31,8,17381,15243
5072,2014-07-31,9,17704,15726
5073,2014-07-31,10,18058,16100
5074,2014-07-31,11,18339,16408
5075,2014-07-31,12,18422,16530
5076,2014-07-31,13,18834,16676
5077,2014-07-31,14,19448,16791
5078,2014-07-31,15,19366,16851
5079,2014-07-31,16,19880,17285
5080,2014-07-31,17,19880,17522
5081,2014-07-31,18,19762,17515
5082,2014-07-31,19,19619,17548
5083,2014-07-31,20,19518,17441
5084,2014-07-31,21,19556,17628
5085,2014-07-31,22,18671,16515
5086,2014-07-31,23,17143,15269
5087,2014-07-31,24,16546,14070
5088,2014-08-01,1,15955,13338
5089,2014-08-01,2,15874,13049
5090,2014-08-01,3,15525,12788
5091,2014-08-01,4,15323,12655
5092,2014-08-01,5,15312,13011
5093,2014-08-01,6,16043,13556
5094,2014-08-01,7,17074,14464
5095,2014-08-01,8,17874,15612
5096,2014-08-01,9,18737,16439
5097,2014-08-01,10,19064,16916
5098,2014-08-01,11,19510,17358
5099,2014-08-01,12,20015,17764
5100,2014-08-01,13,20346,18040
5101,2014-08-01,14,20560,18257
5102,2014-08-01,15,20905,18403
5103,2014-08-01,16,20938,18545
5104,2014-08-01,17,19926,18360
5105,2014-08-01,18,19554,18044
5106,2014-08-01,19,19094,17775
5107,2014-08-01,20,19176,17628
5108,2014-08-01,21,19216,17688
5109,2014-08-01,22,17897,16522
5110,2014-08-01,23,16424,15133
5111,2014-08-01,24,15881,14027
5112,2014-08-02,1,15490,13335
5113,2014-08-02,2,15505,12921
5114,2014-08-02,3,15186,12640
5115,2014-08-02,4,15129,12457
5116,2014-08-02,5,14941,12410
5117,2014-08-02,6,14826,12450
5118,2014-08-02,7,14639,12900
5119,2014-08-02,8,15220,13893
5120,2014-08-02,9,15949,14695
