,time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,cf
7134,20141025:0600,0.0,0.0,0.0,0.0,0.0,8.3,2.41,0.0,0.0
7135,20141025:0700,0.0,0.0,0.0,0.0,0.0,9.05,2.97,0.0,0.0
7136,20141025:0800,0.0,0.0,0.0,0.0,0.0,9.39,3.17,0.0,0.0
7137,20141025:0900,0.0,0.0,0.0,0.0,0.0,9.51,3.1,0.0,0.0
7138,20141025:1000,0.0,0.0,0.0,0.0,0.0,9.57,3.59,0.0,0.0
7139,20141025:1100,0.0,0.0,0.0,0.0,0.0,9.51,3.66,0.0,0.0
7140,20141025:1200,2.37,0.0,10.02,0.19,2.07,9.38,3.72,0.0,0.00237
7141,20141025:1300,180.7,113.2,81.68,2.15,11.94,9.9,4.21,0.0,0.1807
7142,20141025:1400,529.91,411.72,119.37,5.47,20.72,11.17,5.1,0.0,0.52991
7143,20141025:1500,713.96,580.18,137.55,7.69,27.82,12.41,6.0,0.0,0.71396
7144,20141025:1600,228.82,36.79,203.56,4.22,32.55,14.12,6.55,0.0,0.22882
7145,20141025:1700,242.78,38.1,216.58,4.48,34.26,14.89,6.69,0.0,0.24278
7146,20141025:1800,826.25,698.34,151.64,9.32,32.65,15.09,5.72,0.0,0.82625
7147,20141025:1900,727.77,598.14,142.46,7.98,28.01,15.43,6.76,0.0,0.72777
7148,20141025:2000,548.39,433.37,124.66,5.79,20.97,15.36,6.41,0.0,0.5483899999999999
7149,20141025:2100,299.57,228.72,89.74,3.03,12.23,15.07,5.86,0.0,0.29957
7150,20141025:2200,0.0,0.0,0.0,0.0,0.0,14.17,5.31,0.0,0.0
7151,20141025:2300,0.0,0.0,0.0,0.0,0.0,13.35,5.45,0.0,0.0
7152,20141026:0000,0.0,0.0,0.0,0.0,0.0,12.47,5.72,0.0,0.0
7153,20141026:0100,0.0,0.0,0.0,0.0,0.0,11.54,6.48,0.0,0.0
7154,20141026:0200,0.0,0.0,0.0,0.0,0.0,10.7,7.24,0.0,0.0
7155,20141026:0300,0.0,0.0,0.0,0.0,0.0,10.07,7.66,0.0,0.0
7156,20141026:0400,0.0,0.0,0.0,0.0,0.0,9.64,7.45,0.0,0.0
7157,20141026:0500,0.0,0.0,0.0,0.0,0.0,9.33,7.1,0.0,0.0
7158,20141026:0600,0.0,0.0,0.0,0.0,0.0,9.07,6.41,0.0,0.0
7159,20141026:0700,0.0,0.0,0.0,0.0,0.0,9.67,6.69,0.0,0.0
7160,20141026:0800,0.0,0.0,0.0,0.0,0.0,9.53,6.97,0.0,0.0
7161,20141026:0900,0.0,0.0,0.0,0.0,0.0,9.28,7.38,0.0,0.0
7162,20141026:1000,0.0,0.0,0.0,0.0,0.0,8.98,7.03,0.0,0.0
7163,20141026:1100,0.0,0.0,0.0,0.0,0.0,8.53,6.76,0.0,0.0
7164,20141026:1200,1.56,0.0,8.6,0.18,1.84,8.21,6.55,0.0,0.00156
7165,20141026:1300,283.5,208.38,84.92,2.73,11.69,8.43,6.14,0.0,0.2835
7166,20141026:1400,553.71,423.47,121.33,5.54,20.44,9.3,7.93,0.0,0.55371
7167,20141026:1500,123.74,1.74,135.09,2.63,27.52,10.16,7.66,0.0,0.12373999999999999
7168,20141026:1600,154.16,6.73,159.42,3.14,32.22,10.63,6.97,0.0,0.15416
7169,20141026:1700,164.33,6.67,169.44,3.33,33.91,10.96,6.97,0.0,0.16433
7170,20141026:1800,143.78,1.68,155.12,3.02,32.31,11.24,6.83,0.0,0.14378
7171,20141026:1900,118.08,0.0,132.13,2.56,27.69,11.05,5.59,0.0,0.11808
7172,20141026:2000,45.36,0.0,60.14,1.16,20.67,11.03,5.24,0.0,0.04536
7173,20141026:2100,22.4,0.0,35.54,0.69,11.96,10.91,5.03,0.0,0.0224
7174,20141026:2200,0.0,0.0,0.0,0.0,0.0,10.5,4.9,0.0,0.0
7175,20141026:2300,0.0,0.0,0.0,0.0,0.0,9.94,4.97,0.0,0.0
7176,20141027:0000,0.0,0.0,0.0,0.0,0.0,9.38,5.24,0.0,0.0
7177,20141027:0100,0.0,0.0,0.0,0.0,0.0,8.74,5.03,0.0,0.0
7178,20141027:0200,0.0,0.0,0.0,0.0,0.0,8.28,4.62,0.0,0.0
7179,20141027:0300,0.0,0.0,0.0,0.0,0.0,7.76,4.21,0.0,0.0
7180,20141027:0400,0.0,0.0,0.0,0.0,0.0,7.08,4.07,0.0,0.0
7181,20141027:0500,0.0,0.0,0.0,0.0,0.0,6.63,3.93,0.0,0.0
7182,20141027:0600,0.0,0.0,0.0,0.0,0.0,6.21,3.86,0.0,0.0
7183,20141027:0700,0.0,0.0,0.0,0.0,0.0,5.66,3.59,0.0,0.0
7184,20141027:0800,0.0,0.0,0.0,0.0,0.0,5.28,3.45,0.0,0.0
7185,20141027:0900,0.0,0.0,0.0,0.0,0.0,4.97,3.17,0.0,0.0
7186,20141027:1000,0.0,0.0,0.0,0.0,0.0,4.67,2.97,0.0,0.0
7187,20141027:1100,0.0,0.0,0.0,0.0,0.0,4.42,2.9,0.0,0.0
7188,20141027:1200,0.26,0.0,6.02,0.12,1.61,4.23,2.62,0.0,0.00026000000000000003
7189,20141027:1300,156.3,90.33,77.85,1.92,11.44,4.8,1.79,0.0,0.15630000000000002
7190,20141027:1400,442.61,317.21,128.53,4.73,20.17,6.73,0.97,0.0,0.44261
7191,20141027:1500,642.4,510.7,144.49,7.04,27.21,8.15,1.24,0.0,0.6424
7192,20141027:1600,627.97,408.55,226.71,7.55,31.89,8.96,2.28,0.0,0.62797
7193,20141027:1700,683.8,458.16,232.49,8.15,33.57,9.46,3.17,0.0,0.6838
7194,20141027:1800,598.92,366.66,233.84,7.32,31.98,9.65,3.52,0.0,0.59892
7195,20141027:1900,428.15,223.98,205.88,5.56,27.37,10.02,3.24,0.0,0.42815
7196,20141027:2000,81.86,0.0,96.59,1.87,20.37,10.01,3.31,0.0,0.08186
7197,20141027:2100,165.16,98.91,80.99,2.05,11.68,9.76,3.59,0.0,0.16516
7198,20141027:2200,0.0,0.0,0.0,0.0,0.0,9.4,3.93,0.0,0.0
7199,20141027:2300,0.0,0.0,0.0,0.0,0.0,9.27,4.55,0.0,0.0
7200,20141028:0000,0.0,0.0,0.0,0.0,0.0,9.39,4.83,0.0,0.0
7201,20141028:0100,0.0,0.0,0.0,0.0,0.0,9.8,5.1,0.0,0.0
7202,20141028:0200,0.0,0.0,0.0,0.0,0.0,10.18,5.24,0.0,0.0
7203,20141028:0300,0.0,0.0,0.0,0.0,0.0,10.41,5.24,0.0,0.0
7204,20141028:0400,0.0,0.0,0.0,0.0,0.0,10.69,5.1,0.0,0.0
7205,20141028:0500,0.0,0.0,0.0,0.0,0.0,10.8,4.76,0.0,0.0
7206,20141028:0600,0.0,0.0,0.0,0.0,0.0,10.71,4.48,0.0,0.0
7207,20141028:0700,0.0,0.0,0.0,0.0,0.0,10.87,2.9,0.0,0.0
7208,20141028:0800,0.0,0.0,0.0,0.0,0.0,11.21,2.48,0.0,0.0
7209,20141028:0900,0.0,0.0,0.0,0.0,0.0,12.25,2.62,0.0,0.0
7210,20141028:1000,0.0,0.0,0.0,0.0,0.0,13.11,3.24,0.0,0.0
7211,20141028:1100,0.0,0.0,0.0,0.0,0.0,13.52,3.86,0.0,0.0
7212,20141028:1200,0.0,0.0,4.3,0.09,1.38,13.63,4.34,0.0,0.0
7213,20141028:1300,36.07,0.0,51.03,0.99,11.19,14.06,5.03,0.0,0.03607
7214,20141028:1400,217.57,89.16,141.31,3.26,19.89,15.11,5.86,0.0,0.21756999999999999
7215,20141028:1500,680.46,562.37,134.34,7.32,26.91,16.58,6.07,0.0,0.6804600000000001
7216,20141028:1600,279.95,73.4,220.5,4.78,31.57,17.75,6.76,0.0,0.27995
7217,20141028:1700,187.93,16.89,187.45,3.76,33.23,17.92,7.45,0.0,0.18793
7218,20141028:1800,43.89,0.0,60.14,1.16,31.64,17.69,7.24,0.0,0.04389
7219,20141028:1900,120.31,1.75,136.92,2.66,27.05,19.09,7.31,0.0,0.12031
7220,20141028:2000,106.53,7.49,116.91,2.31,20.08,18.48,8.48,0.0,0.10653
7221,20141028:2100,79.25,24.64,72.78,1.52,11.41,17.54,7.72,0.0,0.07925
7222,20141028:2200,0.0,0.0,0.0,0.0,0.0,16.58,5.93,0.0,0.0
7223,20141028:2300,0.0,0.0,0.0,0.0,0.0,15.65,4.69,0.0,0.0
7224,20141029:0000,0.0,0.0,0.0,0.0,0.0,14.7,4.07,0.0,0.0
7225,20141029:0100,0.0,0.0,0.0,0.0,0.0,13.67,3.59,0.0,0.0
7226,20141029:0200,0.0,0.0,0.0,0.0,0.0,12.71,3.31,0.0,0.0
7227,20141029:0300,0.0,0.0,0.0,0.0,0.0,12.23,3.79,0.0,0.0
7228,20141029:0400,0.0,0.0,0.0,0.0,0.0,12.0,4.83,0.0,0.0
7229,20141029:0500,0.0,0.0,0.0,0.0,0.0,11.3,4.83,0.0,0.0
7230,20141029:0600,0.0,0.0,0.0,0.0,0.0,10.42,4.41,0.0,0.0
7231,20141029:0700,0.0,0.0,0.0,0.0,0.0,10.36,4.28,0.0,0.0
7232,20141029:0800,0.0,0.0,0.0,0.0,0.0,9.95,4.21,0.0,0.0
7233,20141029:0900,0.0,0.0,0.0,0.0,0.0,9.68,4.14,0.0,0.0
7234,20141029:1000,0.0,0.0,0.0,0.0,0.0,9.44,4.34,0.0,0.0
7235,20141029:1100,0.0,0.0,0.0,0.0,0.0,9.11,4.55,0.0,0.0
7236,20141029:1200,0.0,0.0,0.0,0.0,0.0,8.69,4.55,0.0,0.0
7237,20141029:1300,276.32,206.44,81.77,2.56,10.94,8.87,4.69,0.0,0.27632
7238,20141029:1400,543.35,425.67,115.59,5.33,19.62,9.55,4.97,0.0,0.54335
7239,20141029:1500,740.17,602.41,133.89,7.62,26.61,10.52,6.62,0.0,0.74017
7240,20141029:1600,855.45,713.24,144.76,9.1,31.24,10.91,6.76,0.0,0.85545
7241,20141029:1700,44.47,0.0,59.23,1.15,32.9,11.2,6.97,0.0,0.044469999999999996
7242,20141029:1800,33.25,0.0,47.38,0.92,31.31,10.91,6.55,0.0,0.03325
7243,20141029:1900,38.28,0.0,52.85,1.02,26.74,11.54,6.0,0.0,0.03828
7244,20141029:2000,34.89,0.0,49.21,0.95,19.8,11.23,5.72,0.0,0.03489
7245,20141029:2100,18.42,0.0,30.98,0.6,11.15,10.76,5.38,0.0,0.018420000000000002
7246,20141029:2200,0.0,0.0,0.0,0.0,0.0,10.11,5.24,0.0,0.0
7247,20141029:2300,0.0,0.0,0.0,0.0,0.0,9.36,5.1,0.0,0.0
7248,20141030:0000,0.0,0.0,0.0,0.0,0.0,8.63,5.03,0.0,0.0
7249,20141030:0100,0.0,0.0,0.0,0.0,0.0,7.84,4.9,0.0,0.0
7250,20141030:0200,0.0,0.0,0.0,0.0,0.0,7.19,4.55,0.0,0.0
7251,20141030:0300,0.0,0.0,0.0,0.0,0.0,6.75,4.34,0.0,0.0
7252,20141030:0400,0.0,0.0,0.0,0.0,0.0,6.47,4.21,0.0,0.0
7253,20141030:0500,0.0,0.0,0.0,0.0,0.0,6.3,4.14,0.0,0.0
7254,20141030:0600,0.0,0.0,0.0,0.0,0.0,6.03,4.0,0.0,0.0
7255,20141030:0700,0.0,0.0,0.0,0.0,0.0,6.54,3.79,0.0,0.0
7256,20141030:0800,0.0,0.0,0.0,0.0,0.0,6.59,3.72,0.0,0.0
7257,20141030:0900,0.0,0.0,0.0,0.0,0.0,6.53,3.52,0.0,0.0
7258,20141030:1000,0.0,0.0,0.0,0.0,0.0,6.37,3.24,0.0,0.0
7259,20141030:1100,0.0,0.0,0.0,0.0,0.0,6.08,3.03,0.0,0.0
7260,20141030:1200,0.0,0.0,0.0,0.0,0.0,6.02,2.76,0.0,0.0
7261,20141030:1300,85.2,33.49,65.99,1.41,10.69,6.28,2.55,0.0,0.0852
7262,20141030:1400,84.92,0.0,98.41,1.91,19.34,6.93,2.83,0.0,0.08492
7263,20141030:1500,63.3,0.0,77.46,1.5,26.31,7.52,2.55,0.0,0.0633
7264,20141030:1600,78.76,0.0,92.95,1.8,30.92,8.19,2.34,0.0,0.07876000000000001
7265,20141030:1700,231.56,34.23,205.12,4.22,32.57,8.59,2.48,0.0,0.23156000000000002
7266,20141030:1800,218.35,32.77,193.92,3.99,30.99,8.6,2.48,0.0,0.21835
7267,20141030:1900,100.12,0.0,113.9,2.21,26.44,8.34,1.86,0.0,0.10012
7268,20141030:2000,30.15,0.0,43.74,0.85,19.52,8.57,2.0,0.0,0.03015
7269,20141030:2100,124.39,65.2,74.39,1.71,10.89,8.5,1.72,0.0,0.12439
7270,20141030:2200,0.0,0.0,0.0,0.0,0.0,8.4,1.72,0.0,0.0
7271,20141030:2300,0.0,0.0,0.0,0.0,0.0,8.2,1.79,0.0,0.0
7272,20141031:0000,0.0,0.0,0.0,0.0,0.0,7.94,2.0,0.0,0.0
7273,20141031:0100,0.0,0.0,0.0,0.0,0.0,7.68,2.21,0.0,0.0
7274,20141031:0200,0.0,0.0,0.0,0.0,0.0,7.24,2.28,0.0,0.0
7275,20141031:0300,0.0,0.0,0.0,0.0,0.0,6.98,2.0,0.0,0.0
7276,20141031:0400,0.0,0.0,0.0,0.0,0.0,6.52,1.52,0.0,0.0
7277,20141031:0500,0.0,0.0,0.0,0.0,0.0,6.14,0.69,0.0,0.0
7278,20141031:0600,0.0,0.0,0.0,0.0,0.0,6.47,0.28,0.0,0.0
7279,20141031:0700,0.0,0.0,0.0,0.0,0.0,5.9,1.1,0.0,0.0
7280,20141031:0800,0.0,0.0,0.0,0.0,0.0,5.86,1.31,0.0,0.0
7281,20141031:0900,0.0,0.0,0.0,0.0,0.0,5.81,1.45,0.0,0.0
7282,20141031:1000,0.0,0.0,0.0,0.0,0.0,5.97,1.66,0.0,0.0
7283,20141031:1100,0.0,0.0,0.0,0.0,0.0,6.04,1.66,0.0,0.0
7284,20141031:1200,0.0,0.0,0.0,0.0,0.0,6.2,2.0,0.0,0.0
7285,20141031:1300,63.03,17.08,60.35,1.24,10.44,6.53,2.34,0.0,0.06303
7286,20141031:1400,41.78,0.0,55.59,1.08,19.07,6.93,3.17,0.0,0.04178
7287,20141031:1500,78.34,0.0,92.03,1.78,26.01,7.17,3.59,0.0,0.07834
7288,20141031:1600,40.8,0.0,54.67,1.06,30.6,7.48,4.0,0.0,0.040799999999999996
7289,20141031:1700,126.4,0.0,138.51,2.68,32.24,7.78,4.0,0.0,0.1264
7290,20141031:1800,90.25,0.0,103.88,2.01,30.67,7.94,3.93,0.0,0.09025
7291,20141031:1900,21.96,0.0,34.63,0.67,26.14,7.53,2.62,0.0,0.02196
7292,20141031:2000,125.44,19.33,118.04,2.4,19.24,7.53,3.1,0.0,0.12544
7293,20141031:2100,27.83,0.0,41.01,0.79,10.64,7.35,3.72,0.0,0.027829999999999997
7294,20141031:2200,0.0,0.0,0.0,0.0,0.0,6.96,4.69,0.0,0.0
7295,20141031:2300,0.0,0.0,0.0,0.0,0.0,6.28,5.86,0.0,0.0
7296,20141101:0000,0.0,0.0,0.0,0.0,0.0,5.43,6.28,0.0,0.0
7297,20141101:0100,0.0,0.0,0.0,0.0,0.0,4.5,6.83,0.0,0.0
7298,20141101:0200,0.0,0.0,0.0,0.0,0.0,3.72,7.1,0.0,0.0
7299,20141101:0300,0.0,0.0,0.0,0.0,0.0,2.95,7.31,0.0,0.0
7300,20141101:0400,0.0,0.0,0.0,0.0,0.0,2.66,8.21,0.0,0.0
7301,20141101:0500,0.0,0.0,0.0,0.0,0.0,2.52,7.66,0.0,0.0
7302,20141101:0600,0.0,0.0,0.0,0.0,0.0,2.45,7.38,0.0,0.0
7303,20141101:0700,0.0,0.0,0.0,0.0,0.0,2.36,7.31,0.0,0.0
7304,20141101:0800,0.0,0.0,0.0,0.0,0.0,2.18,7.31,0.0,0.0
7305,20141101:0900,0.0,0.0,0.0,0.0,0.0,2.12,7.38,0.0,0.0
7306,20141101:1000,0.0,0.0,0.0,0.0,0.0,2.17,7.31,0.0,0.0
7307,20141101:1100,0.0,0.0,0.0,0.0,0.0,2.2,7.17,0.0,0.0
7308,20141101:1200,0.0,0.0,0.0,0.0,0.0,2.19,7.03,0.0,0.0
7309,20141101:1300,21.78,0.0,33.72,0.65,10.19,2.18,7.24,0.0,0.02178
7310,20141101:1400,4.96,0.0,13.67,0.26,18.8,2.33,7.38,0.0,0.00496
7311,20141101:1500,147.74,10.92,143.79,2.86,25.71,2.87,8.14,0.0,0.14774
7312,20141101:1600,183.15,15.79,171.86,3.44,30.29,3.39,7.45,0.0,0.18315
7313,20141101:1700,111.59,0.0,122.11,2.36,31.92,3.96,7.03,0.0,0.11159000000000001
7314,20141101:1800,127.81,0.0,137.6,2.66,30.35,4.51,6.9,0.0,0.12781
7315,20141101:1900,91.43,0.0,102.97,1.99,25.84,3.59,7.03,0.0,0.09143000000000001
7316,20141101:2000,79.83,0.0,92.03,1.78,18.97,3.85,7.45,0.0,0.07983
7317,20141101:2100,27.5,0.0,40.09,0.78,10.39,3.9,7.45,0.0,0.0275
7318,20141101:2200,0.0,0.0,0.0,0.0,0.0,3.57,6.97,0.0,0.0
7319,20141101:2300,0.0,0.0,0.0,0.0,0.0,3.26,6.28,0.0,0.0
7320,20141102:0000,0.0,0.0,0.0,0.0,0.0,2.95,6.83,0.0,0.0
7321,20141102:0100,0.0,0.0,0.0,0.0,0.0,2.57,6.69,0.0,0.0
7322,20141102:0200,0.0,0.0,0.0,0.0,0.0,2.23,6.83,0.0,0.0
7323,20141102:0300,0.0,0.0,0.0,0.0,0.0,1.76,6.9,0.0,0.0
7324,20141102:0400,0.0,0.0,0.0,0.0,0.0,1.33,7.03,0.0,0.0
7325,20141102:0500,0.0,0.0,0.0,0.0,0.0,0.96,7.03,0.0,0.0
7326,20141102:0600,0.0,0.0,0.0,0.0,0.0,0.65,6.76,0.0,0.0
7327,20141102:0700,0.0,0.0,0.0,0.0,0.0,0.38,6.9,0.0,0.0
7328,20141102:0800,0.0,0.0,0.0,0.0,0.0,0.18,6.9,0.0,0.0
7329,20141102:0900,0.0,0.0,0.0,0.0,0.0,0.03,6.76,0.0,0.0
7330,20141102:1000,0.0,0.0,0.0,0.0,0.0,-0.14,6.48,0.0,0.0
7331,20141102:1100,0.0,0.0,0.0,0.0,0.0,-0.3,6.14,0.0,0.0
7332,20141102:1200,0.0,0.0,0.0,0.0,0.0,-0.44,5.93,0.0,0.0
7333,20141102:1300,295.06,211.09,83.64,2.43,9.94,-0.15,5.72,0.0,0.29506
7334,20141102:1400,591.18,444.67,119.69,5.31,18.53,0.78,5.79,0.0,0.5911799999999999
7335,20141102:1500,792.74,625.77,139.09,7.66,25.42,2.02,5.45,0.0,0.79274
7336,20141102:1600,906.24,740.24,148.35,9.16,29.97,3.34,5.24,0.0,0.90624
7337,20141102:1700,935.0,775.07,150.55,9.63,31.6,4.61,5.17,0.0,0.935
7338,20141102:1800,889.11,732.5,147.53,9.1,30.04,5.64,5.31,0.0,0.8891100000000001
7339,20141102:1900,762.14,613.89,137.57,7.59,25.55,6.08,4.83,0.0,0.76214
7340,20141102:2000,563.11,436.66,118.03,5.29,18.7,6.46,4.62,0.0,0.56311
7341,20141102:2100,295.12,224.95,80.01,2.52,10.14,6.46,4.21,0.0,0.29512
7342,20141102:2200,0.0,0.0,0.0,0.0,0.0,5.75,3.79,0.0,0.0
7343,20141102:2300,0.0,0.0,0.0,0.0,0.0,4.88,4.07,0.0,0.0
7344,20141103:0000,0.0,0.0,0.0,0.0,0.0,4.18,4.55,0.0,0.0
7345,20141103:0100,0.0,0.0,0.0,0.0,0.0,3.45,4.97,0.0,0.0
7346,20141103:0200,0.0,0.0,0.0,0.0,0.0,2.89,5.03,0.0,0.0
7347,20141103:0300,0.0,0.0,0.0,0.0,0.0,2.61,4.9,0.0,0.0
7348,20141103:0400,0.0,0.0,0.0,0.0,0.0,2.6,4.69,0.0,0.0
7349,20141103:0500,0.0,0.0,0.0,0.0,0.0,2.8,4.55,0.0,0.0
7350,20141103:0600,0.0,0.0,0.0,0.0,0.0,2.8,4.28,0.0,0.0
7351,20141103:0700,0.0,0.0,0.0,0.0,0.0,3.45,4.41,0.0,0.0
7352,20141103:0800,0.0,0.0,0.0,0.0,0.0,3.55,4.21,0.0,0.0
7353,20141103:0900,0.0,0.0,0.0,0.0,0.0,3.67,3.93,0.0,0.0
7354,20141103:1000,0.0,0.0,0.0,0.0,0.0,3.85,3.38,0.0,0.0
7355,20141103:1100,0.0,0.0,0.0,0.0,0.0,3.99,3.1,0.0,0.0
7356,20141103:1200,0.0,0.0,0.0,0.0,0.0,4.28,3.38,0.0,0.0
7357,20141103:1300,16.6,0.0,28.25,0.55,9.69,4.75,3.86,0.0,0.0166
7358,20141103:1400,104.17,12.15,104.01,2.08,18.26,5.89,4.21,0.0,0.10417
7359,20141103:1500,34.72,0.0,48.3,0.94,25.13,7.24,4.55,0.0,0.03472
7360,20141103:1600,841.38,700.9,142.03,8.66,29.66,8.34,4.9,0.0,0.84138
7361,20141103:1700,876.14,736.24,145.84,9.16,31.28,9.01,5.1,0.0,0.87614
7362,20141103:1800,7.36,0.0,17.31,0.34,29.74,9.62,5.17,0.0,0.00736
7363,20141103:1900,32.25,0.0,46.47,0.9,25.26,11.73,5.31,0.0,0.03225
7364,20141103:2000,47.8,0.0,62.88,1.22,18.44,11.83,4.69,0.0,0.047799999999999995
7365,20141103:2100,40.92,0.0,55.59,1.08,9.9,11.24,4.62,0.0,0.040920000000000005
7366,20141103:2200,0.0,0.0,0.0,0.0,0.0,10.08,4.76,0.0,0.0
7367,20141103:2300,0.0,0.0,0.0,0.0,0.0,9.12,4.69,0.0,0.0
7368,20141104:0000,0.0,0.0,0.0,0.0,0.0,8.49,4.41,0.0,0.0
7369,20141104:0100,0.0,0.0,0.0,0.0,0.0,7.96,3.86,0.0,0.0
7370,20141104:0200,0.0,0.0,0.0,0.0,0.0,7.53,3.66,0.0,0.0
7371,20141104:0300,0.0,0.0,0.0,0.0,0.0,7.3,3.59,0.0,0.0
7372,20141104:0400,0.0,0.0,0.0,0.0,0.0,7.25,3.38,0.0,0.0
7373,20141104:0500,0.0,0.0,0.0,0.0,0.0,7.32,3.17,0.0,0.0
7374,20141104:0600,0.0,0.0,0.0,0.0,0.0,7.53,2.9,0.0,0.0
7375,20141104:0700,0.0,0.0,0.0,0.0,0.0,8.48,2.34,0.0,0.0
7376,20141104:0800,0.0,0.0,0.0,0.0,0.0,8.88,2.9,0.0,0.0
7377,20141104:0900,0.0,0.0,0.0,0.0,0.0,9.13,3.52,0.0,0.0
7378,20141104:1000,0.0,0.0,0.0,0.0,0.0,9.3,3.86,0.0,0.0
7379,20141104:1100,0.0,0.0,0.0,0.0,0.0,9.12,4.28,0.0,0.0
7380,20141104:1200,0.0,0.0,0.0,0.0,0.0,9.36,4.69,0.0,0.0
7381,20141104:1300,11.61,0.0,22.78,0.44,9.44,9.79,5.24,0.0,0.011609999999999999
7382,20141104:1400,166.25,55.3,122.01,2.65,17.99,10.42,5.86,0.0,0.16625
7383,20141104:1500,302.59,121.23,185.0,4.31,24.84,10.85,6.28,0.0,0.30258999999999997
7384,20141104:1600,34.78,0.0,49.21,0.95,29.36,11.9,6.07,0.0,0.03478
7385,20141104:1700,45.18,0.0,60.14,1.16,30.97,11.96,6.76,0.0,0.04518
7386,20141104:1800,113.44,0.0,127.57,2.47,29.43,11.18,6.97,0.0,0.11344
7387,20141104:1900,89.91,0.0,104.79,2.03,24.98,11.37,6.69,0.0,0.08990999999999999
7388,20141104:2000,29.78,0.0,43.74,0.85,18.18,11.41,6.55,0.0,0.02978
7389,20141104:2100,11.52,0.0,22.78,0.44,9.67,11.27,7.03,0.0,0.011519999999999999
7390,20141104:2200,0.0,0.0,0.0,0.0,0.0,10.38,7.38,0.0,0.0
7391,20141104:2300,0.0,0.0,0.0,0.0,0.0,10.31,7.45,0.0,0.0
7392,20141105:0000,0.0,0.0,0.0,0.0,0.0,10.33,7.17,0.0,0.0
7393,20141105:0100,0.0,0.0,0.0,0.0,0.0,10.36,7.45,0.0,0.0
7394,20141105:0200,0.0,0.0,0.0,0.0,0.0,10.35,7.93,0.0,0.0
7395,20141105:0300,0.0,0.0,0.0,0.0,0.0,10.4,8.0,0.0,0.0
7396,20141105:0400,0.0,0.0,0.0,0.0,0.0,10.38,7.45,0.0,0.0
7397,20141105:0500,0.0,0.0,0.0,0.0,0.0,9.83,6.97,0.0,0.0
7398,20141105:0600,0.0,0.0,0.0,0.0,0.0,8.88,7.24,0.0,0.0
7399,20141105:0700,0.0,0.0,0.0,0.0,0.0,7.67,6.83,0.0,0.0
7400,20141105:0800,0.0,0.0,0.0,0.0,0.0,6.92,6.34,0.0,0.0
7401,20141105:0900,0.0,0.0,0.0,0.0,0.0,6.49,5.38,0.0,0.0
7402,20141105:1000,0.0,0.0,0.0,0.0,0.0,6.25,5.03,0.0,0.0
7403,20141105:1100,0.0,0.0,0.0,0.0,0.0,6.09,5.45,0.0,0.0
7404,20141105:1200,0.0,0.0,0.0,0.0,0.0,6.27,6.07,0.0,0.0
7405,20141105:1300,103.93,57.0,61.33,1.36,9.2,6.9,6.69,0.0,0.10393000000000001
7406,20141105:1400,531.51,410.14,113.02,4.82,17.72,7.91,6.34,0.0,0.53151
7407,20141105:1500,254.63,82.73,175.32,3.88,24.55,8.77,7.52,0.0,0.25463
7408,20141105:1600,366.77,138.88,226.48,5.24,29.05,9.63,6.76,0.0,0.36677
7409,20141105:1700,163.36,10.68,163.73,3.25,30.66,9.83,6.07,0.0,0.16336
7410,20141105:1800,89.56,0.0,103.88,2.01,29.14,9.88,5.79,0.0,0.08956
7411,20141105:1900,46.57,0.0,61.05,1.18,24.7,9.64,5.66,0.0,0.04657
7412,20141105:2000,8.75,0.0,19.14,0.37,17.93,9.5,5.45,0.0,0.00875
7413,20141105:2100,47.23,5.26,56.58,1.11,9.44,9.24,4.76,0.0,0.047229999999999994
7414,20141105:2200,0.0,0.0,0.0,0.0,0.0,8.85,4.14,0.0,0.0
7415,20141105:2300,0.0,0.0,0.0,0.0,0.0,8.46,3.66,0.0,0.0
7416,20141106:0000,0.0,0.0,0.0,0.0,0.0,8.03,2.97,0.0,0.0
7417,20141106:0100,0.0,0.0,0.0,0.0,0.0,7.56,2.07,0.0,0.0
7418,20141106:0200,0.0,0.0,0.0,0.0,0.0,6.49,1.52,0.0,0.0
7419,20141106:0300,0.0,0.0,0.0,0.0,0.0,6.23,1.1,0.0,0.0
7420,20141106:0400,0.0,0.0,0.0,0.0,0.0,6.67,1.03,0.0,0.0
7421,20141106:0500,0.0,0.0,0.0,0.0,0.0,6.95,0.41,0.0,0.0
7422,20141106:0600,0.0,0.0,0.0,0.0,0.0,6.85,0.9,0.0,0.0
7423,20141106:0700,0.0,0.0,0.0,0.0,0.0,4.25,2.9,0.0,0.0
7424,20141106:0800,0.0,0.0,0.0,0.0,0.0,4.86,2.83,0.0,0.0
7425,20141106:0900,0.0,0.0,0.0,0.0,0.0,5.32,2.9,0.0,0.0
7426,20141106:1000,0.0,0.0,0.0,0.0,0.0,5.6,3.03,0.0,0.0
7427,20141106:1100,0.0,0.0,0.0,0.0,0.0,5.78,3.17,0.0,0.0
7428,20141106:1200,0.0,0.0,0.0,0.0,0.0,5.91,3.17,0.0,0.0
7429,20141106:1300,50.36,13.88,50.76,1.02,8.95,6.21,3.17,0.0,0.05036
7430,20141106:1400,331.43,203.22,127.93,3.56,17.46,6.89,3.66,0.0,0.33143
7431,20141106:1500,350.48,163.03,185.89,4.55,24.27,7.61,4.0,0.0,0.35048
